fecha,modelo,learning_rate,batch_size,epochs,accuracy,f1_macro,modelo_path,conf_matrix
20251114_132552,MobileNetV2,0.0001,16,30,0.8973063826560974,0.8967672393286844,modelo_soybean_imagenet_20251114_132552.h5,confusion_matrix_20251114_132552.png
